person,dept,eow,cause,cause_short,date,year,canine,dept_name,state,description,latitude,longitude,state_name
Police Officer Brian Timothy Strouse,"Chicago Police Department, IL","EOW: Saturday, June 30, 2001",Cause of Death: Gunfire,Gunfire,6/30/2001,2001,FALSE,Chicago Police Department,IL,Springfield,39.798363,-89.654961,Illinois
Sheriff Harold Ray Presley,"Lee County Sheriff's Department, MS","EOW: Friday, July 6, 2001",Cause of Death: Gunfire,Gunfire,7/6/2001,2001,FALSE,Lee County Sheriff's Department,MS,Jackson,32.303848,-90.182106,Mississippi
Chief of Police Cecil F. Gurr,"Roosevelt Police Department, UT","EOW: Friday, July 6, 2001",Cause of Death: Gunfire,Gunfire,7/6/2001,2001,FALSE,Roosevelt Police Department,UT,Salt Lake City,40.777477,-111.888237,Utah
"Police Officer Domenick J. Infantes, Jr.","Jersey City Police Department, NJ","EOW: Friday, July 6, 2001",Cause of Death: Assault,Assault,7/6/2001,2001,FALSE,Jersey City Police Department,NJ,Trenton,40.220596,-74.769913,New Jersey
Officer Lois Marie Marrero,"Tampa Police Department, FL","EOW: Friday, July 6, 2001",Cause of Death: Gunfire,Gunfire,7/6/2001,2001,FALSE,Tampa Police Department,FL,Tallahassee,30.438118,-84.281296,Florida
Correctional Officer Ronald Owen MacDonald,"Michigan Department of Corrections, MI","EOW: Sunday, July 8, 2001",Cause of Death: Fall,Fall,7/8/2001,2001,FALSE,Michigan Department of Corrections,MI,Lansing,42.733635,-84.555328,Michigan
Patrolman Rodney Raylyn Kendricks,"Lubbock Police Department, TX","EOW: Sunday, July 8, 2001",Cause of Death: Motorcycle accident,Motorcycle accident,7/8/2001,2001,FALSE,Lubbock Police Department,TX,Austin,30.27467,-97.740349,Texas
Patrol Officer Justin Todd Wollam,"Anchorage Police Department, AK","EOW: Monday, July 9, 2001",Cause of Death: Vehicular assault,Vehicular assault,7/9/2001,2001,FALSE,Anchorage Police Department,AK,Juneau,58.301598,-134.420212,Alaska
Sergeant Daniel Robert Starnes,"Morgan County Sheriff's Department, IN","EOW: Tuesday, July 10, 2001",Cause of Death: Gunfire,Gunfire,7/10/2001,2001,FALSE,Morgan County Sheriff's Department,IN,Indianapolis,39.768623,-86.162643,Indiana
Sergeant Kevin Dale Cox,"Lubbock Police Department, TX","EOW: Friday, July 13, 2001",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),7/13/2001,2001,FALSE,Lubbock Police Department,TX,Austin,30.27467,-97.740349,Texas
Lieutenant Leonard Bruce Estes,"Butte County Sheriff's Office, CA","EOW: Thursday, July 26, 2001",Cause of Death: Gunfire,Gunfire,7/26/2001,2001,FALSE,Butte County Sheriff's Office,CA,Sacramento,38.576668,-121.493629,California
Deputy Sheriff William Robert Hunter,"Butte County Sheriff's Office, CA","EOW: Thursday, July 26, 2001",Cause of Death: Gunfire,Gunfire,7/26/2001,2001,FALSE,Butte County Sheriff's Office,CA,Sacramento,38.576668,-121.493629,California
Chief Deputy Willie Perry,"Leake County Sheriff's Office, MS","EOW: Sunday, July 29, 2001",Cause of Death: Struck by vehicle,Struck by vehicle,7/29/2001,2001,FALSE,Leake County Sheriff's Office,MS,Jackson,32.303848,-90.182106,Mississippi
K9 Buddy,"Bremerton Police Department, WA","EOW: Monday, July 30, 2001",Cause of Death: Gunfire,Gunfire,7/30/2001,2001,TRUE,Bremerton Police Department,WA,Olympia,47.035805,-122.905014,Washington
"Patrolman Lloyd R. Aragon, Sr.","New Mexico State Police, NM","EOW: Wednesday, August 1, 2001",Cause of Death: Vehicular assault,Vehicular assault,8/1/2001,2001,FALSE,New Mexico State Police,NM,Santa Fe,35.68224,-105.939728,New Mexico
Game Warden Michael Charles Pauling,"Texas Parks and Wildlife Department - Law Enforcement Division, TX","EOW: Thursday, August 2, 2001",Cause of Death: Vehicular assault,Vehicular assault,8/2/2001,2001,FALSE,Texas Parks and Wildlife Department - Law Enforcement Division,TX,Austin,30.27467,-97.740349,Texas
"Detective Kevin Darrell Rice, Sr.","Rockford Police Department, IL","EOW: Friday, August 3, 2001",Cause of Death: Gunfire,Gunfire,8/3/2001,2001,FALSE,Rockford Police Department,IL,Springfield,39.798363,-89.654961,Illinois
Chief of Police Luis M. Castillo,"Jal Police Department, NM","EOW: Friday, August 3, 2001",Cause of Death: Automobile accident,Automobile accident,8/3/2001,2001,FALSE,Jal Police Department,NM,Santa Fe,35.68224,-105.939728,New Mexico
Police Officer Joseph Dan Adams,"Lehi Police Department, UT","EOW: Saturday, August 4, 2001",Cause of Death: Gunfire,Gunfire,8/4/2001,2001,FALSE,Lehi Police Department,UT,Salt Lake City,40.777477,-111.888237,Utah
Detective David L. Taylor,"Greensboro Police Department, NC","EOW: Tuesday, August 7, 2001",Cause of Death: Heat exhaustion,Heat exhaustion,8/7/2001,2001,FALSE,Greensboro Police Department,NC,Raleigh,35.78043,-78.639099,North Carolina
Chief of Police James Richard Dacy,"Pierce City Police Department, MO","EOW: Wednesday, August 8, 2001",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),8/8/2001,2001,FALSE,Pierce City Police Department,MO,Jefferson City,38.579201,-92.172935,Missouri
"Officer Stephen Michael Linen, Jr.","California Highway Patrol, CA","EOW: Sunday, August 12, 2001",Cause of Death: Vehicular assault,Vehicular assault,8/12/2001,2001,FALSE,California Highway Patrol,CA,Sacramento,38.576668,-121.493629,California
Senior Deputy Michael Benjamin Meyer,"Yuma County Sheriff's Department, AZ","EOW: Monday, August 13, 2001",Cause of Death: Automobile accident,Automobile accident,8/13/2001,2001,FALSE,Yuma County Sheriff's Department,AZ,Phoenix,33.448143,-112.096962,Arizona
Police Officer Richard Eugene Perkins,"Bishop Police Department, CA","EOW: Wednesday, August 15, 2001",Cause of Death: Automobile accident,Automobile accident,8/15/2001,2001,FALSE,Bishop Police Department,CA,Sacramento,38.576668,-121.493629,California
Police Officer Eric D. Lee,"Chicago Police Department, IL","EOW: Sunday, August 19, 2001",Cause of Death: Gunfire,Gunfire,8/19/2001,2001,FALSE,Chicago Police Department,IL,Springfield,39.798363,-89.654961,Illinois
Deputy Sheriff Erik Jon Telen,"Fresno County Sheriff's Department, CA","EOW: Tuesday, August 21, 2001",Cause of Death: Gunfire,Gunfire,8/21/2001,2001,FALSE,Fresno County Sheriff's Department,CA,Sacramento,38.576668,-121.493629,California
Police Officer John C. Bohach,"Reno Police Department, NV","EOW: Wednesday, August 22, 2001",Cause of Death: Gunfire,Gunfire,8/22/2001,2001,FALSE,Reno Police Department,NV,Carson City,39.163914,-119.766121,Nevada
Police Officer Terry McDowell,"Whitehall Police Department, OH","EOW: Friday, August 24, 2001",Cause of Death: Gunfire,Gunfire,8/24/2001,2001,FALSE,Whitehall Police Department,OH,Columbus,39.961346,-82.999069,Ohio
"Detective Corporal Louis William Donald, Jr.","Gary Police Department, IN","EOW: Monday, August 27, 2001",Cause of Death: Vehicle pursuit,Vehicle pursuit,8/27/2001,2001,FALSE,Gary Police Department,IN,Indianapolis,39.768623,-86.162643,Indiana
Deputy Sheriff Hagop Jake Kuredjian,"Los Angeles County Sheriff's Department, CA","EOW: Friday, August 31, 2001",Cause of Death: Gunfire,Gunfire,8/31/2001,2001,FALSE,Los Angeles County Sheriff's Department,CA,Sacramento,38.576668,-121.493629,California
District Wildlife Manager Philip K. Mason,"Colorado Department of Natural Resources - Wildlife Division, CO","EOW: Monday, September 3, 2001",Cause of Death: Accidental,Accidental,9/3/2001,2001,FALSE,Colorado Department of Natural Resources - Wildlife Division,CO,Denver,39.739227,-104.984856,Colorado
Police Officer Jason Alan Hoerauf,"Albany Police Department, OR","EOW: Tuesday, September 4, 2001",Cause of Death: Struck by vehicle,Struck by vehicle,9/4/2001,2001,FALSE,Albany Police Department,OR,Salem,44.938461,-123.030403,Oregon
Senior Trooper Maria Mignano,"Oregon State Police, OR","EOW: Tuesday, September 4, 2001",Cause of Death: Struck by vehicle,Struck by vehicle,9/4/2001,2001,FALSE,Oregon State Police,OR,Salem,44.938461,-123.030403,Oregon
Deputy Sheriff Donald Kenneth Bond,"Hamilton County Sheriff's Department, TN","EOW: Thursday, September 6, 2001",Cause of Death: Gunfire,Gunfire,9/6/2001,2001,FALSE,Hamilton County Sheriff's Department,TN,Nashville,36.16581,-86.784241,Tennessee
Police Officer Gregg Froehner,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Thomas Gorman,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Senior Court Officer Mitchel Scott Wallace,"New York State Office of Court Administration, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York State Office of Court Administration,NY,Albany,42.652843,-73.757874,New York
Police Officer George Howard,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Chief James Romito,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Captain Kathy Mazza,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Bureau Chief Charles Mills,"New York State Office of Tax Enforcement - Petroleum, Alcohol and Tobacco Bureau, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,"New York State Office of Tax Enforcement - Petroleum, Alcohol and Tobacco Bureau",NY,Albany,42.652843,-73.757874,New York
Assistant Deputy Commissioner William Pohlmann,"New York State Office of Tax Enforcement - Revenue Crimes Bureau, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York State Office of Tax Enforcement - Revenue Crimes Bureau,NY,Albany,42.652843,-73.757874,New York
Senior Court Officer Thomas Jurgens,"New York State Office of Court Administration, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York State Office of Court Administration,NY,Albany,42.652843,-73.757874,New York
Captain William Thompson,"New York State Office of Court Administration, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York State Office of Court Administration,NY,Albany,42.652843,-73.757874,New York
Police Officer Donald Foreman,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Clinton Davis,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Detective Joseph Vigiano,"New York City Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Director of Public Safety Fred V. Morrone,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Inspector Anthony Infante,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Investigator Clyde Frazier,"New York State Office of Tax Enforcement - Revenue Crimes Bureau, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York State Office of Tax Enforcement - Revenue Crimes Bureau,NY,Albany,42.652843,-73.757874,New York
Police Officer Liam Callahan,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Maurice Barry,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Investigator Salvatore Papasso,"New York State Office of Tax Enforcement - Revenue Crimes Bureau, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York State Office of Tax Enforcement - Revenue Crimes Bureau,NY,Albany,42.652843,-73.757874,New York
Investigator Richard Moore,"New York State Office of Tax Enforcement - Revenue Crimes Bureau, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York State Office of Tax Enforcement - Revenue Crimes Bureau,NY,Albany,42.652843,-73.757874,New York
Police Officer Christopher Amoroso,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Lieutenant Robert Cirri,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Detective Claude Richards,"New York City Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Fire Marshal Ronald P. Bucca,"New York City Fire Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York City Fire Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Kenneth Tietjen,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Nathaniel Webb,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer James Nelson,"Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,Port Authority of New York and New Jersey Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Ronald Kloepfer,"New York City Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Thomas Langone,"New York City Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer John D'Allara,"New York City Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Jerome M. Dominguez,"New York City Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Vincent Danz,"New York City Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Walter Weaver,"New York City Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer John Perry,"New York City Police Department, NY","EOW: Tuesday, September 11, 2001",Cause of Death: Terrorist attack,Terrorist attack,9/11/2001,2001,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
