person,dept,eow,cause,cause_short,date,year,canine,dept_name,state,description,latitude,longitude,state_name
Detention Officer Alvin Sherman Glenn,"Richland County Detention Center, SC","EOW: Sunday, September 17, 2000",Cause of Death: Assault,Assault,9/17/2000,2000,FALSE,Richland County Detention Center,SC,Columbia,34.000343,-81.033211,South Carolina
Officer David Duane Irwin,"California Highway Patrol, CA","EOW: Monday, September 18, 2000",Cause of Death: Motorcycle accident,Motorcycle accident,9/18/2000,2000,FALSE,California Highway Patrol,CA,Sacramento,38.576668,-121.493629,California
Police Officer II Robert Joe Mata,"Los Angeles Police Department, CA","EOW: Tuesday, September 19, 2000",Cause of Death: Automobile accident,Automobile accident,9/19/2000,2000,FALSE,Los Angeles Police Department,CA,Sacramento,38.576668,-121.493629,California
Deputy Sheriff Allen Myers,"Edgefield County Sheriff's Department, SC","EOW: Tuesday, September 19, 2000",Cause of Death: Vehicular assault,Vehicular assault,9/19/2000,2000,FALSE,Edgefield County Sheriff's Department,SC,Columbia,34.000343,-81.033211,South Carolina
Police Officer Jerry Keith Stowe,"Houston Police Department, TX","EOW: Wednesday, September 20, 2000",Cause of Death: Assault,Assault,9/20/2000,2000,FALSE,Houston Police Department,TX,Austin,30.27467,-97.740349,Texas
Police Officer Jose M. Ortiz,"Philadelphia Police Department, PA","EOW: Thursday, September 21, 2000",Cause of Death: Struck by vehicle,Struck by vehicle,9/21/2000,2000,FALSE,Philadelphia Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Sergeant Daniel Joseph McCarthy,"Medfield Police Department, MA","EOW: Thursday, September 21, 2000",Cause of Death: Struck by vehicle,Struck by vehicle,9/21/2000,2000,FALSE,Medfield Police Department,MA,Boston,42.358162,-71.063698,Massachusetts
Police Officer Daniel Stanley MacClary,"Hendersonville Police Department, TN","EOW: Wednesday, September 27, 2000",Cause of Death: Motorcycle accident,Motorcycle accident,9/27/2000,2000,FALSE,Hendersonville Police Department,TN,Nashville,36.16581,-86.784241,Tennessee
Police Officer William Ronald Toney,"Beech Grove Police Department, IN","EOW: Friday, September 29, 2000",Cause of Death: Gunfire,Gunfire,9/29/2000,2000,FALSE,Beech Grove Police Department,IN,Indianapolis,39.768623,-86.162643,Indiana
Lieutenant John D. Dykowski,"Taylor Police Department, TX","EOW: Thursday, October 5, 2000",Cause of Death: Heart attack,Heart attack,10/5/2000,2000,FALSE,Taylor Police Department,TX,Austin,30.27467,-97.740349,Texas
Police Officer Richard Cartell Alexander,"Chattanooga Police Department, TN","EOW: Thursday, October 5, 2000",Cause of Death: Automobile accident,Automobile accident,10/5/2000,2000,FALSE,Chattanooga Police Department,TN,Nashville,36.16581,-86.784241,Tennessee
Police Officer Bradley W. Matteson,"Fort Wayne Police Department, IN","EOW: Thursday, October 5, 2000",Cause of Death: Automobile accident,Automobile accident,10/5/2000,2000,FALSE,Fort Wayne Police Department,IN,Indianapolis,39.768623,-86.162643,Indiana
Sergeant Christopher Michael Wouters,"Warren Police Department, MI","EOW: Wednesday, October 11, 2000",Cause of Death: Gunfire,Gunfire,10/11/2000,2000,FALSE,Warren Police Department,MI,Lansing,42.733635,-84.555328,Michigan
Police Officer Gerald Silvestri,"San Bernardino Police Department, CA","EOW: Saturday, October 14, 2000",Cause of Death: Automobile accident,Automobile accident,10/14/2000,2000,FALSE,San Bernardino Police Department,CA,Sacramento,38.576668,-121.493629,California
Police Officer Kevin Joseph McCarthy,"Baltimore City Police Department, MD","EOW: Saturday, October 14, 2000",Cause of Death: Vehicular assault,Vehicular assault,10/14/2000,2000,FALSE,Baltimore City Police Department,MD,Annapolis,38.978764,-76.490936,Maryland
Sergeant John David Platt,"Baltimore City Police Department, MD","EOW: Saturday, October 14, 2000",Cause of Death: Vehicular assault,Vehicular assault,10/14/2000,2000,FALSE,Baltimore City Police Department,MD,Annapolis,38.978764,-76.490936,Maryland
Lieutenant Kenneth Dechen,"West Deptford Police Department, NJ","EOW: Wednesday, October 18, 2000",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),10/18/2000,2000,FALSE,West Deptford Police Department,NJ,Trenton,40.220596,-74.769913,New Jersey
"Police Officer John W. Stem, Sr.","Baltimore County Police Department, MD","EOW: Thursday, October 19, 2000",Cause of Death: Gunfire,Gunfire,10/19/2000,2000,FALSE,Baltimore County Police Department,MD,Annapolis,38.978764,-76.490936,Maryland
K9 Tramp,"Plymouth Township Police Department, PA","EOW: Friday, October 20, 2000",Cause of Death: Struck by vehicle,Struck by vehicle,10/20/2000,2000,TRUE,Plymouth Township Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Deputy Jeffrey Allen Matheny,"Craven County Sheriff's Office, NC","EOW: Saturday, October 21, 2000",Cause of Death: Vehicular assault,Vehicular assault,10/21/2000,2000,FALSE,Craven County Sheriff's Office,NC,Raleigh,35.78043,-78.639099,North Carolina
Deputy Sheriff John Charles Risley,"Harris County Sheriff's Office, TX","EOW: Monday, October 23, 2000",Cause of Death: Gunfire,Gunfire,10/23/2000,2000,FALSE,Harris County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Police Officer II Chad Lee Elkins,"New Iberia Police Department, LA","EOW: Wednesday, October 25, 2000",Cause of Death: Motorcycle accident,Motorcycle accident,10/25/2000,2000,FALSE,New Iberia Police Department,LA,Baton Rouge,30.457069,-91.187393,Louisiana
Officer Sean Alexander Nava,"California Highway Patrol, CA","EOW: Saturday, October 28, 2000",Cause of Death: Vehicular assault,Vehicular assault,10/28/2000,2000,FALSE,California Highway Patrol,CA,Sacramento,38.576668,-121.493629,California
Deputy Sheriff Lee Wayne Russ,"Ward County Sheriff's Department, TX","EOW: Sunday, October 29, 2000",Cause of Death: Stabbed,Stabbed,10/29/2000,2000,FALSE,Ward County Sheriff's Department,TX,Austin,30.27467,-97.740349,Texas
Corporal Edward M. Toatley,"Maryland State Police, MD","EOW: Monday, October 30, 2000",Cause of Death: Gunfire,Gunfire,10/30/2000,2000,FALSE,Maryland State Police,MD,Annapolis,38.978764,-76.490936,Maryland
Sergeant Richard Eric Weinhold,"St. Louis County Police Department, MO","EOW: Tuesday, October 31, 2000",Cause of Death: Gunfire,Gunfire,10/31/2000,2000,FALSE,St. Louis County Police Department,MO,Jefferson City,38.579201,-92.172935,Missouri
Deputy Sheriff Sheila Gail Pyle,"Trinity County Sheriff's Office, TX","EOW: Friday, November 3, 2000",Cause of Death: Automobile accident,Automobile accident,11/3/2000,2000,FALSE,Trinity County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Lieutenant John Eugene Galvin,"Wichita Police Department, KS","EOW: Saturday, November 4, 2000",Cause of Death: Explosion,Explosion,11/4/2000,2000,FALSE,Wichita Police Department,KS,Topeka,39.048191,-95.677956,Kansas
Police Officer Kilonzo Musili Masembwa,"Prince George's County Police Department, MD","EOW: Friday, November 10, 2000",Cause of Death: Automobile accident,Automobile accident,11/10/2000,2000,FALSE,Prince George's County Police Department,MD,Annapolis,38.978764,-76.490936,Maryland
"Police Officer Clayton Wayne Hicks, Jr.","Memphis Police Department, TN","EOW: Tuesday, November 14, 2000",Cause of Death: Gunfire,Gunfire,11/14/2000,2000,FALSE,Memphis Police Department,TN,Nashville,36.16581,-86.784241,Tennessee
Police Officer Alan Matthew Ragsdale,"Hohenwald Police Department, TN","EOW: Monday, November 27, 2000",Cause of Death: Gunfire,Gunfire,11/27/2000,2000,FALSE,Hohenwald Police Department,TN,Nashville,36.16581,-86.784241,Tennessee
Correctional Officer Aaron Michael Schoffstall,"Vigo County Sheriff's Office, IN","EOW: Tuesday, November 28, 2000",Cause of Death: Fall,Fall,11/28/2000,2000,FALSE,Vigo County Sheriff's Office,IN,Indianapolis,39.768623,-86.162643,Indiana
Corporal Phillip Lorenzo Lee,"Alabama State University Police Department, AL","EOW: Friday, December 1, 2000",Cause of Death: Vehicular assault,Vehicular assault,12/1/2000,2000,FALSE,Alabama State University Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
Police Officer Bradford M. Erickson,"Yarmouth Police Department, MA","EOW: Friday, December 1, 2000",Cause of Death: Struck by vehicle,Struck by vehicle,12/1/2000,2000,FALSE,Yarmouth Police Department,MA,Boston,42.358162,-71.063698,Massachusetts
Police Officer Mark Damon Hiatt,"Bryan Police Department, TX","EOW: Saturday, December 2, 2000",Cause of Death: Motorcycle accident,Motorcycle accident,12/2/2000,2000,FALSE,Bryan Police Department,TX,Austin,30.27467,-97.740349,Texas
Deputy Sheriff Barrett Travis Hill,"Harris County Sheriff's Office, TX","EOW: Monday, December 4, 2000",Cause of Death: Gunfire,Gunfire,12/4/2000,2000,FALSE,Harris County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Trooper Eric Francis Nicholson,"South Carolina Highway Patrol, SC","EOW: Wednesday, December 6, 2000",Cause of Death: Gunfire,Gunfire,12/6/2000,2000,FALSE,South Carolina Highway Patrol,SC,Columbia,34.000343,-81.033211,South Carolina
Sergeant David M. Furrh,"Gonzales County Sheriff's Department, TX","EOW: Wednesday, December 6, 2000",Cause of Death: Gunfire,Gunfire,12/6/2000,2000,FALSE,Gonzales County Sheriff's Department,TX,Austin,30.27467,-97.740349,Texas
Deputy Sheriff Garry E. Hobbs,"Palm Beach County Sheriff's Office, FL","EOW: Saturday, December 9, 2000",Cause of Death: Exposure to toxins,Exposure to toxins,12/9/2000,2000,FALSE,Palm Beach County Sheriff's Office,FL,Tallahassee,30.438118,-84.281296,Florida
Captain Thomas Allen Craig,"Arkansas State Police, AR","EOW: Thursday, December 14, 2000",Cause of Death: Struck by vehicle,Struck by vehicle,12/14/2000,2000,FALSE,Arkansas State Police,AR,Little Rock,34.746613,-92.288986,Arkansas
Sheriff-elect Derwin Brown,"DeKalb County Sheriff's Office, GA","EOW: Saturday, December 16, 2000",Cause of Death: Gunfire,Gunfire,12/16/2000,2000,FALSE,DeKalb County Sheriff's Office,GA,Atlanta,33.749027,-84.388229,Georgia
Corporal James Arvil Lamance,"Whitewright Police Department, TX","EOW: Saturday, December 23, 2000",Cause of Death: Gunfire,Gunfire,12/23/2000,2000,FALSE,Whitewright Police Department,TX,Austin,30.27467,-97.740349,Texas
Police Officer Aubrey Wright Hawkins,"Irving Police Department, TX","EOW: Sunday, December 24, 2000",Cause of Death: Gunfire,Gunfire,12/24/2000,2000,FALSE,Irving Police Department,TX,Austin,30.27467,-97.740349,Texas
Police Officer Jaison Howard Smith,"Washington Police Department, GA","EOW: Sunday, December 24, 2000",Cause of Death: Heart attack,Heart attack,12/24/2000,2000,FALSE,Washington Police Department,GA,Atlanta,33.749027,-84.388229,Georgia
K9 Ando,"LaGrange Police Department, GA","EOW: Tuesday, December 26, 2000",Cause of Death: Drowned,Drowned,12/26/2000,2000,TRUE,LaGrange Police Department,GA,Atlanta,33.749027,-84.388229,Georgia
Deputy Sheriff John Albert Mayfield,"Calcasieu Parish Sheriff's Office, LA","EOW: Saturday, December 30, 2000",Cause of Death: Automobile accident,Automobile accident,12/30/2000,2000,FALSE,Calcasieu Parish Sheriff's Office,LA,Baton Rouge,30.457069,-91.187393,Louisiana
Trooper John Gregory Mann,"Tennessee Highway Patrol, TN","EOW: Monday, January 1, 2001",Cause of Death: Vehicular assault,Vehicular assault,1/1/2001,2001,FALSE,Tennessee Highway Patrol,TN,Nashville,36.16581,-86.784241,Tennessee
Corporal James Brian Moulson,"Jerome County Sheriff's Department, ID","EOW: Wednesday, January 3, 2001",Cause of Death: Gunfire,Gunfire,1/3/2001,2001,FALSE,Jerome County Sheriff's Department,ID,Boise,43.617775,-116.199722,Idaho
Corporal Phillip Charles Anderson,"Jerome County Sheriff's Department, ID","EOW: Wednesday, January 3, 2001",Cause of Death: Gunfire,Gunfire,1/3/2001,2001,FALSE,Jerome County Sheriff's Department,ID,Boise,43.617775,-116.199722,Idaho
Corporal Ronnie Bogan,"Notasulga Police Department, AL","EOW: Friday, January 5, 2001",Cause of Death: Vehicular assault,Vehicular assault,1/5/2001,2001,FALSE,Notasulga Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
"Trooper John Henry Duncan, Jr.","North Carolina Highway Patrol, NC","EOW: Tuesday, January 9, 2001",Cause of Death: Vehicle pursuit,Vehicle pursuit,1/9/2001,2001,FALSE,North Carolina Highway Patrol,NC,Raleigh,35.78043,-78.639099,North Carolina
Officer Dennis E. Holmes,"Houston Police Department, TX","EOW: Wednesday, January 10, 2001",Cause of Death: Heart attack,Heart attack,1/10/2001,2001,FALSE,Houston Police Department,TX,Austin,30.27467,-97.740349,Texas
Detective William Alberto Wilkins,"Oakland Police Department, CA","EOW: Friday, January 12, 2001",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),1/12/2001,2001,FALSE,Oakland Police Department,CA,Sacramento,38.576668,-121.493629,California
"Detective Doug Jacobs, III","Riverside Police Department, CA","EOW: Saturday, January 13, 2001",Cause of Death: Gunfire,Gunfire,1/13/2001,2001,FALSE,Riverside Police Department,CA,Sacramento,38.576668,-121.493629,California
Corporal Alfredo Banos,"Lee County Sheriff's Office, FL","EOW: Saturday, January 20, 2001",Cause of Death: Automobile accident,Automobile accident,1/20/2001,2001,FALSE,Lee County Sheriff's Office,FL,Tallahassee,30.438118,-84.281296,Florida
Trooper Jason Lee Manspeaker,"Colorado State Patrol, CO","EOW: Tuesday, January 23, 2001",Cause of Death: Automobile accident,Automobile accident,1/23/2001,2001,FALSE,Colorado State Patrol,CO,Denver,39.739227,-104.984856,Colorado
"Deputy Sheriff John Lewis Burkett, III","Berkeley County Sheriff's Department, WV","EOW: Wednesday, January 31, 2001",Cause of Death: Automobile accident,Automobile accident,1/31/2001,2001,FALSE,Berkeley County Sheriff's Department,WV,Charleston,38.336246,-81.612328,West Virginia
Deputy Sheriff Vance Howard Clements,"Gregg County Sheriff's Department, TX","EOW: Thursday, February 1, 2001",Cause of Death: Automobile accident,Automobile accident,2/1/2001,2001,FALSE,Gregg County Sheriff's Department,TX,Austin,30.27467,-97.740349,Texas
Correction Officer Wayne Mitchell,"Ohio Department of Rehabilitation and Correction, OH","EOW: Friday, February 2, 2001",Cause of Death: Automobile accident,Automobile accident,2/2/2001,2001,FALSE,Ohio Department of Rehabilitation and Correction,OH,Columbus,39.961346,-82.999069,Ohio
"Patrolman John Anthony ""Rocky"" Riojas","San Antonio Police Department, TX","EOW: Saturday, February 3, 2001",Cause of Death: Gunfire,Gunfire,2/3/2001,2001,FALSE,San Antonio Police Department,TX,Austin,30.27467,-97.740349,Texas
Corporal Frances Marie Collender,"Delaware State Police, DE","EOW: Tuesday, February 6, 2001",Cause of Death: Struck by vehicle,Struck by vehicle,2/6/2001,2001,FALSE,Delaware State Police,DE,Dover,39.157307,-75.519722,Delaware
Police Officer Scott Matthew Baird,"Gainesville Police Department, FL","EOW: Monday, February 12, 2001",Cause of Death: Struck by vehicle,Struck by vehicle,2/12/2001,2001,FALSE,Gainesville Police Department,FL,Tallahassee,30.438118,-84.281296,Florida
Deputy Sheriff Jason Charles Schwenz,"Queen Anne's County Sheriff's Department, MD","EOW: Tuesday, February 13, 2001",Cause of Death: Gunfire,Gunfire,2/13/2001,2001,FALSE,Queen Anne's County Sheriff's Department,MD,Annapolis,38.978764,-76.490936,Maryland
Police Officer Michael Scott Nickerson,"Centreville Police Department, MD","EOW: Tuesday, February 13, 2001",Cause of Death: Gunfire,Gunfire,2/13/2001,2001,FALSE,Centreville Police Department,MD,Annapolis,38.978764,-76.490936,Maryland
Trooper Herbert James Smith,"Arkansas State Police, AR","EOW: Wednesday, February 14, 2001",Cause of Death: Automobile accident,Automobile accident,2/14/2001,2001,FALSE,Arkansas State Police,AR,Little Rock,34.746613,-92.288986,Arkansas
Deputy Sheriff Brandan Garrett Hinkle,"Los Angeles County Sheriff's Department, CA","EOW: Wednesday, February 14, 2001",Cause of Death: Motorcycle accident,Motorcycle accident,2/14/2001,2001,FALSE,Los Angeles County Sheriff's Department,CA,Sacramento,38.576668,-121.493629,California
Deputy Sheriff Keith George Ruiz,"Travis County Sheriff's Office, TX","EOW: Thursday, February 15, 2001",Cause of Death: Gunfire,Gunfire,2/15/2001,2001,FALSE,Travis County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Sergeant Robert Alton Guilliams,"Missouri State Highway Patrol, MO","EOW: Friday, February 16, 2001",Cause of Death: Automobile accident,Automobile accident,2/16/2001,2001,FALSE,Missouri State Highway Patrol,MO,Jefferson City,38.579201,-92.172935,Missouri
"Deputy Sheriff James Michael Salvino, Jr.","Cuyahoga County Sheriff's Department, OH","EOW: Saturday, February 17, 2001",Cause of Death: Automobile accident,Automobile accident,2/17/2001,2001,FALSE,Cuyahoga County Sheriff's Department,OH,Columbus,39.961346,-82.999069,Ohio
Chief Deputy Nathan Ralph Murphy,"Oregon County Sheriff's Department, MO","EOW: Monday, February 19, 2001",Cause of Death: Vehicular assault,Vehicular assault,2/19/2001,2001,FALSE,Oregon County Sheriff's Department,MO,Jefferson City,38.579201,-92.172935,Missouri
Officer Richard L. Vauris,"Clinton Township Police Department, MI","EOW: Monday, February 19, 2001",Cause of Death: Gunfire,Gunfire,2/19/2001,2001,FALSE,Clinton Township Police Department,MI,Lansing,42.733635,-84.555328,Michigan
Deputy Sheriff Glenn Randall Chancellor,"Jones County Sheriff's Department, MS","EOW: Wednesday, February 28, 2001",Cause of Death: Vehicular assault,Vehicular assault,2/28/2001,2001,FALSE,Jones County Sheriff's Department,MS,Jackson,32.303848,-90.182106,Mississippi
Deputy Sheriff Samuel F. Smith,"Crawford County Sheriff's Office, GA","EOW: Friday, March 2, 2001",Cause of Death: Heart attack,Heart attack,3/2/2001,2001,FALSE,Crawford County Sheriff's Office,GA,Atlanta,33.749027,-84.388229,Georgia
K9 Ivan,"Sacramento Police Department, CA","EOW: Friday, March 2, 2001",Cause of Death: Fall,Fall,3/2/2001,2001,TRUE,Sacramento Police Department,CA,Sacramento,38.576668,-121.493629,California
Deputy Sheriff Angelic Suzette Garcia,"Bernalillo County Sheriff's Department, NM","EOW: Sunday, March 4, 2001",Cause of Death: Automobile accident,Automobile accident,3/4/2001,2001,FALSE,Bernalillo County Sheriff's Department,NM,Santa Fe,35.68224,-105.939728,New Mexico
Master Police Officer Steven J. Underwood,"Des Moines Police Department, WA","EOW: Wednesday, March 7, 2001",Cause of Death: Gunfire,Gunfire,3/7/2001,2001,FALSE,Des Moines Police Department,WA,Olympia,47.035805,-122.905014,Washington
"Agent Michael Joseph Cowdery, Jr.","Baltimore City Police Department, MD","EOW: Tuesday, March 13, 2001",Cause of Death: Gunfire,Gunfire,3/13/2001,2001,FALSE,Baltimore City Police Department,MD,Annapolis,38.978764,-76.490936,Maryland
Officer James William Naim,"Aliquippa Police Department, PA","EOW: Thursday, March 15, 2001",Cause of Death: Gunfire,Gunfire,3/15/2001,2001,FALSE,Aliquippa Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Sergeant Gary R. Wagers,"California Highway Patrol, CA","EOW: Thursday, March 15, 2001",Cause of Death: Automobile accident,Automobile accident,3/15/2001,2001,FALSE,California Highway Patrol,CA,Sacramento,38.576668,-121.493629,California
Trooper John Robert Davis,"Tennessee Highway Patrol, TN","EOW: Saturday, March 17, 2001",Cause of Death: Automobile accident,Automobile accident,3/17/2001,2001,FALSE,Tennessee Highway Patrol,TN,Nashville,36.16581,-86.784241,Tennessee
Officer Terry Eugene Foster,"Independence Police Department, MO","EOW: Saturday, March 17, 2001",Cause of Death: Gunfire,Gunfire,3/17/2001,2001,FALSE,Independence Police Department,MO,Jefferson City,38.579201,-92.172935,Missouri
"Sergeant Donald Frederick Flusche, Jr.","Dallas Police Department, TX","EOW: Saturday, March 17, 2001",Cause of Death: Automobile accident,Automobile accident,3/17/2001,2001,FALSE,Dallas Police Department,TX,Austin,30.27467,-97.740349,Texas
Patrolman Robert J. Ventura,"Jackson Township Police Department, NJ","EOW: Sunday, March 18, 2001",Cause of Death: Automobile accident,Automobile accident,3/18/2001,2001,FALSE,Jackson Township Police Department,NJ,Trenton,40.220596,-74.769913,New Jersey
Sheriff E. C. Mullins,"Simpson County Sheriff's Department, MS","EOW: Tuesday, March 20, 2001",Cause of Death: Assault,Assault,3/20/2001,2001,FALSE,Simpson County Sheriff's Department,MS,Jackson,32.303848,-90.182106,Mississippi
Patrolman III Douglas Michael Adams,"Elkhart Police Department, IN","EOW: Tuesday, March 20, 2001",Cause of Death: Automobile accident,Automobile accident,3/20/2001,2001,FALSE,Elkhart Police Department,IN,Indianapolis,39.768623,-86.162643,Indiana
Patrolman Hector Garza,"San Antonio Police Department, TX","EOW: Thursday, March 29, 2001",Cause of Death: Gunfire,Gunfire,3/29/2001,2001,FALSE,San Antonio Police Department,TX,Austin,30.27467,-97.740349,Texas
Police Officer Neil Keith Wells,"Detroit Police Department, MI","EOW: Wednesday, April 4, 2001",Cause of Death: Gunfire,Gunfire,4/4/2001,2001,FALSE,Detroit Police Department,MI,Lansing,42.733635,-84.555328,Michigan
Investigator Sherry Elizabeth Lyons-Williams,"Atlanta Police Department, GA","EOW: Wednesday, April 4, 2001",Cause of Death: Gunfire,Gunfire,4/4/2001,2001,FALSE,Atlanta Police Department,GA,Atlanta,33.749027,-84.388229,Georgia
Deputy Sheriff Loutricia Sowell Bonfanti,"Leon County Sheriff's Office, TX","EOW: Saturday, April 7, 2001",Cause of Death: Automobile accident,Automobile accident,4/7/2001,2001,FALSE,Leon County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Lieutenant Claton Morris Medrano,"Harrison County Sheriff's Office, TX","EOW: Friday, April 27, 2001",Cause of Death: Gunfire,Gunfire,4/27/2001,2001,FALSE,Harrison County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Lieutenant Christopher Neal Claypool,"Columbus Division of Police, OH","EOW: Sunday, April 29, 2001",Cause of Death: Vehicular assault,Vehicular assault,4/29/2001,2001,FALSE,Columbus Division of Police,OH,Columbus,39.961346,-82.999069,Ohio
Officer Dannygriggs M. Padayao,"Honolulu Police Department, HI","EOW: Monday, April 30, 2001",Cause of Death: Vehicular assault,Vehicular assault,4/30/2001,2001,FALSE,Honolulu Police Department,HI,Honolulu,21.307442,-157.857376,Hawaii
Deputy Sheriff Jason Patrick Lopez,"Pinal County Sheriff's Office, AZ","EOW: Friday, May 4, 2001",Cause of Death: Gunfire,Gunfire,5/4/2001,2001,FALSE,Pinal County Sheriff's Office,AZ,Phoenix,33.448143,-112.096962,Arizona
Police Officer Ryan Jay Cunningham,"Vail Police Department, CO","EOW: Sunday, May 6, 2001",Cause of Death: Fall,Fall,5/6/2001,2001,FALSE,Vail Police Department,CO,Denver,39.739227,-104.984856,Colorado
Police Officer Craig W. Schultz,"Kansas City Police Department, MO","EOW: Wednesday, May 9, 2001",Cause of Death: Motorcycle accident,Motorcycle accident,5/9/2001,2001,FALSE,Kansas City Police Department,MO,Jefferson City,38.579201,-92.172935,Missouri
Senior Trooper Richard Dale Cottle,"Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Wednesday, May 9, 2001",Cause of Death: Automobile accident,Automobile accident,5/9/2001,2001,FALSE,Texas Department of Public Safety - Texas Highway Patrol,TX,Austin,30.27467,-97.740349,Texas
Police Officer Brian Joe Ramey,"Bladenboro Police Department, NC","EOW: Saturday, May 12, 2001",Cause of Death: Vehicular assault,Vehicular assault,5/12/2001,2001,FALSE,Bladenboro Police Department,NC,Raleigh,35.78043,-78.639099,North Carolina
K9 Rocco,"Long Beach Police Department, CA","EOW: Wednesday, May 16, 2001",Cause of Death: Fall,Fall,5/16/2001,2001,TRUE,Long Beach Police Department,CA,Sacramento,38.576668,-121.493629,California
Sergeant Wilbur Lewis Berry,"Bulloch County Sheriff's Office, GA","EOW: Saturday, May 19, 2001",Cause of Death: Gunfire,Gunfire,5/19/2001,2001,FALSE,Bulloch County Sheriff's Office,GA,Atlanta,33.749027,-84.388229,Georgia
"Police Officer Alberto  ""Albert"" Vasquez","Houston Police Department, TX","EOW: Tuesday, May 22, 2001",Cause of Death: Gunfire,Gunfire,5/22/2001,2001,FALSE,Houston Police Department,TX,Austin,30.27467,-97.740349,Texas
Deputy Sheriff Joseph Norman Dennis,"Harris County Sheriff's Office, TX","EOW: Tuesday, May 22, 2001",Cause of Death: Gunfire,Gunfire,5/22/2001,2001,FALSE,Harris County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Sergeant Enrico Venditte,"Paterson Police Department, NJ","EOW: Wednesday, May 23, 2001",Cause of Death: Gunfire,Gunfire,5/23/2001,2001,FALSE,Paterson Police Department,NJ,Trenton,40.220596,-74.769913,New Jersey
Police Officer Larry Brian Mitchell,"Gallup Police Department, NM","EOW: Wednesday, May 30, 2001",Cause of Death: Gunfire,Gunfire,5/30/2001,2001,FALSE,Gallup Police Department,NM,Santa Fe,35.68224,-105.939728,New Mexico
Deputy Sheriff Haskel Gene McLane,"Madison County Sheriff's Office, AL","EOW: Thursday, May 31, 2001",Cause of Death: Vehicle pursuit,Vehicle pursuit,5/31/2001,2001,FALSE,Madison County Sheriff's Office,AL,Montgomery,32.377716,-86.300568,Alabama
Acting Chief Daniel Carrol Dalley,"Fruita Police Department, CO","EOW: Monday, June 4, 2001",Cause of Death: Motorcycle accident,Motorcycle accident,6/4/2001,2001,FALSE,Fruita Police Department,CO,Denver,39.739227,-104.984856,Colorado
Sergeant Myron G. Deckard,"Vermilion County Sheriff's Department, IL","EOW: Wednesday, June 6, 2001",Cause of Death: Gunfire,Gunfire,6/6/2001,2001,FALSE,Vermilion County Sheriff's Department,IL,Springfield,39.798363,-89.654961,Illinois
Deputy Sheriff Robby James Acosta,"Iberville Parish Sheriff's Department, LA","EOW: Wednesday, June 6, 2001",Cause of Death: Animal related,Animal related,6/6/2001,2001,FALSE,Iberville Parish Sheriff's Department,LA,Baton Rouge,30.457069,-91.187393,Louisiana
Corporal Joseph Thomas Cushman,"Arlington Police Department, TX","EOW: Thursday, June 7, 2001",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),6/7/2001,2001,FALSE,Arlington Police Department,TX,Austin,30.27467,-97.740349,Texas
Patrolman Denny Kyle Haslett,"Nashville Police Department, IL","EOW: Friday, June 8, 2001",Cause of Death: Heart attack,Heart attack,6/8/2001,2001,FALSE,Nashville Police Department,IL,Springfield,39.798363,-89.654961,Illinois
Police Officer Charles Leon McDonald,"Forest Park Police Department, OH","EOW: Saturday, June 9, 2001",Cause of Death: Duty related illness,Duty related illness,6/9/2001,2001,FALSE,Forest Park Police Department,OH,Columbus,39.961346,-82.999069,Ohio
"Sergeant William J. Collins, Jr.","Hardin County Sheriff's Department, KY","EOW: Saturday, June 9, 2001",Cause of Death: Gunfire,Gunfire,6/9/2001,2001,FALSE,Hardin County Sheriff's Department,KY,Frankfort,38.186722,-84.875374,Kentucky
Deputy Sheriff Jimmy Bruce Graham,"Hemphill County Sheriff's Department, TX","EOW: Sunday, June 17, 2001",Cause of Death: Gunfire,Gunfire,6/17/2001,2001,FALSE,Hemphill County Sheriff's Department,TX,Austin,30.27467,-97.740349,Texas
Master Sergeant Stanley W. Talbot,"Illinois State Police, IL","EOW: Saturday, June 23, 2001",Cause of Death: Vehicular assault,Vehicular assault,6/23/2001,2001,FALSE,Illinois State Police,IL,Springfield,39.798363,-89.654961,Illinois
Trooper James A. Moen,"Alaska State Troopers - Fish and Wildlife Protection, AK","EOW: Monday, June 25, 2001",Cause of Death: Aircraft accident,Aircraft accident,6/25/2001,2001,FALSE,Alaska State Troopers - Fish and Wildlife Protection,AK,Juneau,58.301598,-134.420212,Alaska
Captain Tommy F. Bernal,"Fairfax County Police Department, VA","EOW: Thursday, June 28, 2001",Cause of Death: Motorcycle accident,Motorcycle accident,6/28/2001,2001,FALSE,Fairfax County Police Department,VA,Richmond,37.538857,-77.43364,Virginia
